llave_10,fraccion_8,nico,descripcion_completa,unidad_medida,arancel_importacion,nota_importacion,arancel_exportacion,nota_exportacion,regulaciones_economia
5408330503,54083305,03,Reconocibles para naves aéreas.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408330504,54083305,04,Con un contenido de lana o pelo fino superior o igual a 36% en peso.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408330599,54083305,99,Los demás.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408340401,54083404,01,Asociados con hilos de caucho.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408340402,54083404,02,"Gofrados, incluidos los tejidos dobles o adheridos.",M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408340403,54083404,03,Con un contenido de lana o pelo fino superior o igual a 36% en peso.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5408340499,54083404,99,Los demás.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5501110100,55011101,00,De aramidas.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5501199900,55011999,00,Los demás.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5501200200,55012002,00,"De tereftalato de polietileno color negro, teñido en la masa.",Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5501209900,55012099,00,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5501300100,55013001,00,Acrílicos o modacrílicos.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5501400100,55014001,00,De polipropileno.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5501909900,55019099,00,Los demás.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5502100100,55021001,00,De acetato de celulosa.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5502900100,55029001,00,Cables de rayón.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5502909900,55029099,00,Los demás.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5503110100,55031101,00,De aramidas.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5503199900,55031999,00,Las demás.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5503200300,55032003,00,"De tereftalato de polietileno color negro, teñidas en la masa.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5503209901,55032099,01,"De tereftalato de polietileno, excepto lo comprendido en el número de identificación comercial 5503.20.99.02.",Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5503209902,55032099,02,De tereftalato de polietileno alta tenacidad igual o superior a 7.67 g por decitex (6.9 g por denier).,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5503209999,55032099,99,Los demás.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5503300100,55033001,00,Acrílicas o modacrílicas.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5503400100,55034001,00,De polipropileno de 3 a 25 deniers.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5503409900,55034099,00,Los demás.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5503900100,55039001,00,"De alcohol polivinílico, de longitud inferior o igual a 12 mm.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5503909900,55039099,00,Las demás.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5504100201,55041002,01,Rayón fibra corta.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5504100299,55041002,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5504909900,55049099,00,Las demás.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5505100100,55051001,00,De fibras sintéticas.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5505200100,55052001,00,De fibras artificiales.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5506100100,55061001,00,De nailon o demás poliamidas.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5506200100,55062001,00,De poliésteres.,Kg,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5506300100,55063001,00,Acrílicas o modacrílicas.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5506400100,55064001,00,De polipropileno.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5506909900,55069099,00,Las demás.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5507000100,55070001,00,"Fibras artificiales discontinuas, cardadas, peinadas o transformadas de otro modo para la hilatura.",Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5508100100,55081001,00,De fibras sintéticas discontinuas.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5508200100,55082001,00,De fibras artificiales discontinuas.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5509110100,55091101,00,Sencillos.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5509120100,55091201,00,Retorcidos o cableados.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5509210100,55092101,00,Sencillos.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5509220100,55092201,00,Retorcidos o cableados.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5509310100,55093101,00,Sencillos.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5509320100,55093201,00,Retorcidos o cableados.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5509410100,55094101,00,Sencillos.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5509420100,55094201,00,Retorcidos o cableados.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5509510100,55095101,00,Mezclados exclusiva o principalmente con fibras artificiales discontinuas.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5509520100,55095201,00,Mezclados exclusiva o principalmente con lana o pelo fino.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5509530100,55095301,00,Mezclados exclusiva o principalmente con algodón.,Kg,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5509599900,55095999,00,Los demás.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5509610100,55096101,00,Mezclados exclusiva o principalmente con lana o pelo fino.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5509620100,55096201,00,Mezclados exclusiva o principalmente con algodón.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5509699900,55096999,00,Los demás.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5509910100,55099101,00,Mezclados exclusiva o principalmente con lana o pelo fino.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5509920100,55099201,00,Mezclados exclusiva o principalmente con algodón.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5509999900,55099999,00,Los demás.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5510110100,55101101,00,Sencillos.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5510120100,55101201,00,Retorcidos o cableados.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5510209100,55102091,00,Los demás hilados mezclados exclusiva o principalmente con lana o pelo fino.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5510309100,55103091,00,Los demás hilados mezclados exclusiva o principalmente con algodón.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5510909100,55109091,00,Los demás hilados.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5511100100,55111001,00,De fibras sintéticas discontinuas con un contenido de estas fibras superior o igual al 85% en peso.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5511200100,55112001,00,De fibras sintéticas discontinuas con un contenido de estas fibras inferior al 85% en peso.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5511300100,55113001,00,De fibras artificiales discontinuas.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5512110501,55121105,01,De peso inferior o igual a 100 g/m2.,M²,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5512110502,55121105,02,De peso superior a 100 g/m2 pero inferior o igual a 200 g/m2.,M²,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5512110503,55121105,03,De peso superior a 200 g/m2.,M²,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5512199901,55121999,01,Tipo mezclilla.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5512199991,55121999,91,Los demás de peso inferior o igual a 100 g/m2.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5512199992,55121999,92,Los demás de peso superior a 100 g/m2 pero inferior o igual a 200 g/m2.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5512199993,55121999,93,Los demás de peso superior a 200 g/m2.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5512210100,55122101,00,Crudos o blanqueados.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5512299900,55122999,00,Los demás.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5512910100,55129101,00,Crudos o blanqueados.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5512999900,55129999,00,Los demás.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513110401,55131104,01,De peso inferior o igual a 90 g/m2.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513110402,55131104,02,De peso superior a 90 g/m2.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513120101,55131201,01,De peso inferior o igual a 90 g/m².,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513120199,55131201,99,Los demás.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513139101,55131391,01,De peso inferior o igual a 90 g/m².,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513139199,55131391,99,Los demás.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513199101,55131991,01,De peso inferior o igual a 90 g/m².,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513199199,55131991,99,Los demás.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513210401,55132104,01,De peso inferior o igual a 90 g/m2.,M²,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513210402,55132104,02,De peso superior a 90 g/m2.,M²,30.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513239101,55132391,01,"De ligamento sarga incluido el cruzado, de curso inferior o igual a 4, de peso inferior o igual a 90 g/m².",M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513239102,55132391,02,"De ligamento sarga incluido el cruzado, de curso inferior o igual a 4, de peso superior a 90 g/m².",M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513239191,55132391,91,Los demás de peso inferior o igual a 90 g/m².,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513239199,55132391,99,Los demás.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513299101,55132991,01,De peso inferior o igual a 90 g/m².,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513299199,55132991,99,Los demás.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513310101,55133101,01,De peso inferior o igual a 90 g/m².,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513310199,55133101,99,Los demás.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513399101,55133991,01,"De fibras discontinuas de poliéster, de ligamento sarga incluido el cruzado, de curso inferior o igual a 4, de peso inferior o igual a 90 g/m².",M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513399102,55133991,02,"De fibras discontinuas de poliéster, de peso inferior o igual a 90 g/m².",M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513399103,55133991,03,"De fibras discontinuas de poliéster, de peso superior a 90 g/m².",M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513399191,55133991,91,Los demás de peso inferior o igual a 90 g/m².,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513399199,55133991,99,Los demás.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513410101,55134101,01,De peso inferior o igual a 90 g/m².,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513410199,55134101,99,Los demás.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513499101,55134991,01,"De fibras discontinuas de poliéster, de ligamento sarga incluido el cruzado, de curso inferior o igual a 4, de peso inferior o igual a 90 g/m².",M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513499102,55134991,02,"De fibras discontinuas de poliéster, de ligamento sarga incluido el cruzado, de curso inferior o igual a 4, de peso superior a 90 g/m².",M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513499191,55134991,91,Los demás de peso inferior o igual a 90 g/m².,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513499192,55134991,92,Los demás tejidos de fibras discontinuas de poliéster.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5513499199,55134991,99,Los demás.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5514110100,55141101,00,"De fibras discontinuas de poliéster, de ligamento tafetán.",M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5514120100,55141201,00,"De fibras discontinuas de poliéster, de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4.",M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5514199101,55141991,01,De fibras discontinuas de poliéster.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5514199199,55141991,99,Los demás.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5514210100,55142101,00,"De fibras discontinuas de poliéster, de ligamento tafetán.",M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5514220100,55142201,00,"De fibras discontinuas de poliéster, de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4.",M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5514239100,55142391,00,Los demás tejidos de fibras discontinuas de poliéster.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5514299100,55142991,00,Los demás tejidos.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5514300591,55143005,91,Los demás tejidos de fibras discontinuas de poliéster.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5514300599,55143005,99,Los demás.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5514410100,55144101,00,"De fibras discontinuas de poliéster, de ligamento tafetán.",M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5514420100,55144201,00,"De fibras discontinuas de poliéster, de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4.",M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5514439100,55144391,00,Los demás tejidos de fibras discontinuas de poliéster.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5514499100,55144991,00,Los demás tejidos.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515110101,55151101,01,De peso inferior o igual a 100 g/m².,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515110102,55151101,02,De peso superior a 100 g/m² pero inferior o igual a 200 g/m².,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515110199,55151101,99,Los demás.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515120101,55151201,01,De peso inferior o igual a 100 g/m².,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515120102,55151201,02,De peso superior a 100 g/m² pero inferior o igual a 200 g/m².,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515120199,55151201,99,Los demás.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515130201,55151302,01,Con un contenido inferior a 36% en peso de lana o pelo fino.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515130299,55151302,99,Los demás.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515199901,55151999,01,De peso inferior o igual a 100 g/m².,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515199902,55151999,02,De peso superior a 100 g/m² pero inferior o igual a 200 g/m².,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515199999,55151999,99,Los demás.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515210101,55152101,01,De peso inferior o igual a 100 g/m².,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515210102,55152101,02,De peso superior a 100 g/m² pero inferior o igual a 200 g/m².,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515210199,55152101,99,Los demás.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515220200,55152202,00,Mezcladas exclusiva o principalmente con lana o pelo fino.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515299901,55152999,01,De peso inferior o igual a 100 g/m².,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515299902,55152999,02,De peso superior a 100 g/m² pero inferior o igual a 200 g/m².,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515299999,55152999,99,Los demás.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515910101,55159101,01,De peso inferior o igual a 100 g/m².,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515910102,55159101,02,De peso superior a 100 g/m² pero inferior o igual a 200 g/m².,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515910199,55159101,99,Los demás.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515999901,55159999,01,"Mezclados exclusiva o principalmente con lana o pelo fino, con un contenido inferior a 36% en peso de lana o pelo fino.",M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515999902,55159999,02,Mezclados exclusiva o principalmente con lana o pelo fino excepto lo comprendido en el número de identificación comercial 5515.99.99.01.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515999903,55159999,03,"De peso inferior o igual a 100 g/m², excepto lo comprendido en los números de identificación comercial 5515.99.99.01 y 5515.99.99.02.",M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515999904,55159999,04,"De peso superior a 100 g/m² pero inferior o igual a 200 g/m², en los números de identificación comercial 5515.99.99.01 y 5515.99.99.02.",M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5515999999,55159999,99,Los demás.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516110100,55161101,00,Crudos o blanqueados.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516120100,55161201,00,Teñidos.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516130100,55161301,00,Con hilados de distintos colores.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516140100,55161401,00,Estampados.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516210100,55162101,00,Crudos o blanqueados.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516220100,55162201,00,Teñidos.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516230100,55162301,00,Con hilados de distintos colores.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516240100,55162401,00,Estampados.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516310200,55163102,00,Crudos o blanqueados.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516320200,55163202,00,Teñidos.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516330200,55163302,00,Con hilados de distintos colores.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516340200,55163402,00,Estampados.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516410100,55164101,00,Crudos o blanqueados.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516420100,55164201,00,Teñidos.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516430100,55164301,00,Con hilados de distintos colores.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516440100,55164401,00,Estampados.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516910100,55169101,00,Crudos o blanqueados.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516920100,55169201,00,Teñidos.,M²,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516930100,55169301,00,Con hilados de distintos colores.,M²,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5516940100,55169401,00,Estampados.,M²,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5601210201,56012102,01,Guata.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5601210299,56012102,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5601220100,56012201,00,Guata.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5601229900,56012299,00,Los demás.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5601299900,56012999,00,Los demás.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5601300201,56013002,01,"Motas de “seda” de acetato, rayón-viscosa o de lino.",Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5601300299,56013002,99,Los demás.,Kg,25.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
5602100200,56021002,00,Fieltro punzonado y productos obtenidos mediante costura por cadeneta.,Kg,22.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
