llave_10,fraccion_8,nico,descripcion_completa,unidad_medida,arancel_importacion,nota_importacion,arancel_exportacion,nota_exportacion,regulaciones_economia
2937909999,29379099,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2938100100,29381001,00,Rutósido (rutina) y sus derivados.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2938909901,29389099,01,Mezcla de isómeros diosmina y hesperidina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2938909902,29389099,02,Glucosidos de Steviol.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2938909999,29389099,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939119900,29391199,00,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939199991,29391999,91,Los demás derivados de la morfina y sus sales.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939199999,29391999,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939200200,29392002,00,Alcaloides de la quina (chinchona) y sus derivados; sales de estos productos.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939300401,29393004,01,Cafeína.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939300402,29393004,02,Cafeína cruda.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939300499,29393004,99,Las demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939410100,29394101,00,Efedrina y sus sales.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939420100,29394201,00,Seudoefedrina (DCI) y sus sales.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939430100,29394301,00,Catina (DCI) y sus sales.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939440100,29394401,00,Clorhidrato de 2-amino-1-fenil-1-propanol (Clorhidrato de norefedrina).,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939449900,29394499,00,Las demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939450100,29394501,00,"Levometanfetamina, metanfetamina (DCI), racemato de metanfetamina, y sus sales.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939499900,29394999,00,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939510100,29395101,00,Fenetilina (DCI) y sus sales.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939599900,29395999,00,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939610100,29396101,00,Ergometrina (DCI) y sus sales.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939620100,29396201,00,Ergotamina (DCI) y sus sales.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939630100,29396301,00,Ácido lisérgico y sus sales.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939699900,29396999,00,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939720101,29397201,01,Cocaína.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939720199,29397201,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939799901,29397999,01,Atropina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939799902,29397999,02,Tomatina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939799903,29397999,03,Estricnina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939799904,29397999,04,Pilocarpina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939799905,29397999,05,Escopolamina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939799906,29397999,06,Nitrato o clorhidrato de pilocarpina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939799907,29397999,07,"Alcaloides de ""strychnos"", excepto lo comprendido en el número de identificación comercial 2939.79.99.03.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939799908,29397999,08,Alcaloides del indol no comprendidos en otra parte de la nomenclatura.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939799909,29397999,09,Alcaloides de la ipecacuana.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939799910,29397999,10,Alcaloides de la purina no comprendidos en otra parte de la nomenclatura.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939799911,29397999,11,Alcaloides del tropano no comprendidos en otra parte de la nomenclatura.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939799912,29397999,12,"14,15-Dihidro-14-beta-hidroxi-(3 alfa, 16 alfa)-eburnamenin-14-carboxilato de metilo (Vincamina).",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939799913,29397999,13,Sulfato de vincaleucoblastina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939799914,29397999,14,Piperina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939799915,29397999,15,Conina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939799916,29397999,16,"N,N-dimetiltriptamina (DMT).",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939799917,29397999,17,"N,N-dietiltriptamina (DET).",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939799918,29397999,18,Nicotina y sus sales.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939799999,29397999,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2939809900,29398099,00,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2940000501,29400005,01,Acetoisobutirato de sacarosa; octoacetato de sacarosa.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2940000599,29400005,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941100300,29411003,00,Bencilpenicilina procaína.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941100700,29411007,00,3-Fenil-5-metil-4-isoxazolil penicilina sódica (Oxacilina sódica).,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941100800,29411008,00,"3-(2,6-diclorofenil)-5-metil-4-isoxazolil penicilina sódica (Dicloxacilina sódica).",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941101200,29411012,00,Amoxicilina trihidratada.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941109901,29411099,01,Bencilpenicilina potásica.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941109902,29411099,02,Ampicilina o sus sales.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941109999,29411099,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941200100,29412001,00,Estreptomicinas y sus derivados; sales de estos productos.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941300401,29413004,01,"Tetraciclina, oxitetraciclina, pirrolidinil-metil-tetraciclina, clortetraciclina, o sus sales.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941300499,29413004,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941400401,29414004,01,"Cloranfenicol y sus derivados, excepto lo comprendido en los números de identificación comercial 2941.40.04.02 y 2941.40.04.03; sales de estos productos.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941400402,29414004,02,Tiamfenicol y sus sales.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941400403,29414004,03,Florfenicol y sus sales.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941500200,29415002,00,Eritromicina y sus derivados; sales de estos productos.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941901700,29419017,00,Lincomicina.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941909901,29419099,01,"Rifamicina, rifampicina, sus sales o sus derivados.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941909902,29419099,02,"Polimixina, bacitracina o sus sales.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941909903,29419099,03,"Gramicidina, tioestreptón, espectinomicina, viomicina o sus sales.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941909904,29419099,04,"Novobiocina, cefalosporinas, monensina, pirrolnitrina, sus sales u otros derivados de sustitución excepto lo comprendido en el número de identificación comercial 2941.90.99.08.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941909905,29419099,05,"Nistatina, amfotericina, pimaricina, sus sales u otros derivados de sustitución.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941909906,29419099,06,"Leucomicina, tilosina, oleandomicina, virginiamicina, o sus sales.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941909907,29419099,07,Sulfato de neomicina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941909908,29419099,08,Monohidrato de cefalexina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941909909,29419099,09,Ácido monohidratado 7-((amino-(4-hidroxi-fenil)acetil)-amino)- 3-metil-8-oxo-5-tio-1-azobiciclo (4.2.0) oct-2-eno-2-carboxílico (Cefadroxil).,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941909910,29419099,10,Amikacina o sus sales.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941909911,29419099,11,Sulfato de gentamicina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2941909999,29419099,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
2942009100,29420091,00,Los demás compuestos orgánicos.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3001200300,30012003,00,Mucina gástrica en polvo.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3001200400,30012004,00,Sales biliares.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3001200500,30012005,00,Ácidos biliares.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3001200600,30012006,00,Extractos de glándulas o de otros órganos.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3001209900,30012099,00,Los demás.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3001900100,30019001,00,"Órganos y tejidos de seres humanos para fines terapéuticos, de docencia o investigación.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3001900300,30019003,00,Sustancias oseas.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3001900400,30019004,00,Fosfolípidos de materia gris cerebral en polvo.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3001900500,30019005,00,Heparina o heparina sódica.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3001900600,30019006,00,Heparinoide.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3001900800,30019008,00,"Glándulas y demás órganos, desecados, incluso pulverizados.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3001909901,30019099,01,Prótesis valvulares cardiacas biológicas.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3001909999,30019099,99,Las demás.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002120100,30021201,00,"Sueros, excepto suero antiofídico polivalente y suero humano.",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002120400,30021204,00,Inmunoglobulina-humana anti Rh.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002120700,30021207,00,Extracto desproteinizado de sangre de res.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002120800,30021208,00,"Preparaciones de albúmina de sangre humana, no acondicionadas para la venta al por menor.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002120900,30021209,00,Gamma globulina de origen humano liofilizada para administración intravenosa.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002129901,30021299,01,Suero antiofídico polivalente.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002129902,30021299,02,"Globulina humana hiperinmune, excepto lo comprendido en el número de identificación comercial 3002.12.99.03.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002129903,30021299,03,Gamma globulina de origen humano.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002129904,30021299,04,Plasma humano.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002129905,30021299,05,Suero humano.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002129906,30021299,06,Fibrinógeno humano a granel.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002129907,30021299,07,Paquete globular humano.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002129908,30021299,08,Albúmina humana excepto lo comprendido en el número de identificación comercial 3002.12.99.09.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002129909,30021299,09,Albúmina humana acondicionada para la venta al por menor.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002129910,30021299,10,Fibrinógeno humano excepto lo comprendido en el número de identificación comercial 3002.12.99.06.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002129999,30021299,99,Los demás.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002130100,30021301,00,"Interferón beta recombinante de células de mamífero, o de fibroblastos humanos.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002130500,30021305,00,Molgramostim.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002139901,30021399,01,"Interferón alfa 2A o 2B, humano recombinante.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002139999,30021399,99,Los demás.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002140200,30021402,00,"Productos inmunológicos mezclados, sin dosificar ni acondicionar para la venta al por menor.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002150200,30021502,00,Medicamentos a base de rituximab.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002150300,30021503,00,Medicamentos que contengan molgramostim.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002159901,30021599,01,Medicamentos que contengan anticuerpos monoclonales.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002159999,30021599,99,Los demás.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002410100,30024101,00,Vacuna antiestafilocócica.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002410200,30024102,00,"Vacuna antihepatitis tipo ""A"" o ""B"".",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002410300,30024103,00,"Vacuna contra la haemophilus tipo ""B"".",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002410400,30024104,00,Vacuna antineumococica polivalente.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002410500,30024105,00,"Vacuna contra el sarampión, paroditis y rubeóla.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002410600,30024106,00,Vacuna contra el virus SARS-CoV-2.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002419901,30024199,01,"Vacunas microbianas para uso humano, excepto lo especificado en el número de identificación comercial 3002.20.99.02.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002419902,30024199,02,"Vacuna contra la poliomielitis; vacuna triple (antidiftérica, antitetánica y anticoqueluche).",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002419903,30024199,03,"Toxoide tetánico, diftérico y pertúsico con hidróxido de aluminio.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002419999,30024199,99,Las demás.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002420101,30024201,01,"Vacunas porcinas, sintomática o hemática estafiloestreptocócica.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002420199,30024201,99,Las demás.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002490100,30024901,00,Cultivos bacteriológicos para inyecciones hipodérmicas o intravenosas; bacilos lácticos liofilizados.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002499900,30024999,00,Los demás.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002510100,30025101,00,Productos de terapia celular.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002599900,30025999,00,Los demás.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3002909900,30029099,00,Los demás.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003100100,30031001,00,"Que contengan penicilinas o derivados de estos productos con la estructura del ácido penicilánico, o estreptomicinas o derivados de estos productos.",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003200100,30032001,00,"Medicamentos a base de dos o más antibióticos, aún cuando contengan vitaminas u otros productos.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003209900,30032099,00,Los demás.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003310200,30033102,00,Que contengan insulina.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003390100,30033901,00,"Anestésicos a base de 2-dietilamino- 2,6-acetoxilidida (Lidocaína) al 2% con 1-noradrenalina.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003399901,30033999,01,Medicamentos que contengan eritropoyetina.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003399999,30033999,99,Los demás.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003410100,30034101,00,Que contengan efedrina o sus sales.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003420100,30034201,00,Que contengan seudoefedrina (DCI) o sus sales.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003430100,30034301,00,Que contengan norefedrina o sus sales.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003490300,30034903,00,Preparaciones a base de sulfato de vincristina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003499901,30034999,01,Preparaciones a base de diacetilmorfina (Heroína) o de sus sales o sus derivados.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003499999,30034999,99,Los demás.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003609100,30036091,00,"Los demás, que contengan los principios activos contra la malaria (paludismo) descritos en la Nota 2 de subpartida del presente Capítulo.",Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003900100,30039001,00,Preparaciones a base de cal sodada.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003900200,30039002,00,Solución isotónica glucosada.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003900300,30039003,00,Preparaciones a base de proteínas hidrolizadas.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003900400,30039004,00,Tioleico RV 100.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003900800,30039008,00,Insaponificable de aceite de germen de maíz.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003900900,30039009,00,Preparación a base de polipéptido inhibidor de calicreína.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003901000,30039010,00,Preparación liofilizada a base de 5-Etil-5(1-metilbutil)-2-tiobarbiturato de sodio (Tiopental sódico).,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003901100,30039011,00,"Solución coloidal de polimerizado de gelatinas desintegradas, conteniendo además cloruros de sodio, de potasio y de calcio.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003901200,30039012,00,Medicamentos homeopáticos.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003901300,30039013,00,Preparación de hidroxialuminato de sodio o de magnesio y sorbitol.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003901400,30039014,00,Polvo formado con leche descremada y dimetil polisiloxano.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003901500,30039015,00,"Mezcla de glucósidos de adonis, convallaria, oleander y scila.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003901600,30039016,00,Preparación a base de clostridiopeptidasa.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003901700,30039017,00,"Poli(vinilpirrolidona)-Yodo, en polvo, destinada para uso humano o veterinario.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003901800,30039018,00,"Preparación hidromiscible de vitamina A, D y E.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003901900,30039019,00,Premezcla granulada a base de nimodipina (Nimotop).,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003902000,30039020,00,Premezcla granulada a base de acarbosa (Glucobay).,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003902100,30039021,00,"Desinfectantes para boca, oídos, nariz o garganta.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003902200,30039022,00,"Antineurítico a base de enzima proteolítica inyectable, incluso asociada con vitamina B1 y B12.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3003909900,30039099,00,Los demás.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004100100,30041001,00,Antibiótico a base de piperacilina sódica.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004109900,30041099,00,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004200100,30042001,00,A base de ciclosporina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004200200,30042002,00,Medicamento de amplio espectro a base de meropenem.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004200300,30042003,00,Antibiótico de amplio espectro a base de imipenem y cilastatina sódica (Tienam).,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004209900,30042099,00,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004310201,30043102,01,Soluciones inyectables.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004310299,30043102,99,Los demás.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004320100,30043201,00,Medicamentos a base de budesonida.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004329900,30043299,00,Los demás.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004390100,30043901,00,"Anestésicos a base de 2-dietilamino-2',6'-acetoxilidida (Lidocaína) al 2% con 1-noradrenalina.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004390200,30043902,00,Que contengan somatotropina (somatropina).,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004390300,30043903,00,A base de octreotida.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004390400,30043904,00,"Antineoplásico constituido por 6-[O-(1,1-dimetiletil)-D-serina]-10 deglicinamida-FLHL-2 (amino carbonil) hidrazina (Goserelina), en excipiente biodegradable.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004390500,30043905,00,Óvulos a base de dinoprostona o prostaglandina E2.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004399901,30043999,01,Medicamentos que contengan eritropoyetina.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004399999,30043999,99,Los demás.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004410100,30044101,00,Que contengan efedrina o sus sales.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004420100,30044201,00,Que contengan seudoefedrina (DCI) o sus sales.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004430100,30044301,00,Que contengan norefedrina o sus sales.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004490300,30044903,00,Preparaciones a base de sulfato de vincristina.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004490500,30044905,00,Soluciones oftálmicas a base de maleato de timolol y clorhidrato de pilocarpina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004499901,30044999,01,Preparaciones a base de diacetilmorfina (Heroína) o de sus sales o sus derivados.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004499999,30044999,99,Los demás.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004500100,30045001,00,Medicamentos en tabletas de núcleos múltiples y desintegración retardada.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
